Date,Country,HomeCountry,Home,AwayCountry,Away,HomeGoals,AwayGoals,HomeExGoals,AwayExGoals,HFA,EloChange,HomeElo,AwayElo,HomeTilt,AwayTilt,HomeRank,AwayRank,day_name,period,day_type,stadium,NACGoals,NACExGoals,OppGoals,OppExGoals,stint_id,coach,start_date,end_date
1982-08-25,NED,NED,Sittard,NED,Breda,1,0,1.32930064201,1.1698076725,103.507194519,7.50111484528,1409.39294434,1490.95007324,0.980000019073,1.00912284851,,,Wednesday,uit,uit,uit,0,1.1698076725,1,1.32930064201,42,Jo Jansen,1979-01-22,1983-06-30
1997-09-14,NED,NED,De Graafschap,NED,Breda,0,1,1.62868249416,1.13460755348,83.1658477783,-9.64582633972,1489.63745117,1499.75561523,1.07712984085,1.1125254631,,,Sunday,uit,uit,uit,1,1.13460755348,0,1.62868249416,30,Herbert Neumann,1997-07-01,1998-10-08
2013-08-25,NED,NED,Feyenoord,NED,Breda,3,1,2.05037403107,0.790863454342,82.2221679688,3.8542535305,1565.87084961,1396.87487793,1.05038666725,0.993800580502,,,Sunday,uit,uit,uit,1,0.790863454342,3,2.05037403107,17,Nebojsa Gudelj,2012-11-21,2014-10-13
1994-08-31,NED,NED,Breda,NED,Vitesse,0,0,1.33861398697,1.30888020992,85.9872970581,0.369232237339,1458.16259766,1556.98413086,1.12764632702,0.996418297291,,,Wednesday,weekday_bea,weekday,beatrix_straat,0,1.33861398697,0,1.30888020992,32,Ronald Spelbos,1993-01-01,1995-06-30
1979-05-12,NED,NED,PSV,NED,Breda,2,0,2.45875096321,0.613518595695,121.835372925,2.03141736984,1767.17370605,1522.23059082,0.926318705082,0.959846735001,17.0,,Saturday,uit,uit,uit,0,0.613518595695,2,2.45875096321,42,Jo Jansen,1979-01-22,1983-06-30
2014-08-24,NED,NED,Breda,NED,Twente,1,1,1.06905412674,1.60562217236,83.0504684448,3.20470786095,1371.62194824,1570.08068848,1.01573061943,1.02252185345,,,Sunday,sunday_rat,sunday,rat_verlegh,1,1.06905412674,1,1.60562217236,17,Nebojsa Gudelj,2012-11-21,2014-10-13
1979-05-05,NED,NED,Breda,NED,Alkmaar,2,3,1.2721041441,1.65010511875,121.744255066,-5.96042490005,1528.19104004,1719.01647949,0.947100281715,1.16023755074,,31.0,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,2,1.2721041441,3,1.65010511875,42,Jo Jansen,1979-01-22,1983-06-30
2004-05-09,NED,NED,Ajax,NED,Breda,2,0,2.38450789452,0.791417181492,89.863571167,2.88396453857,1751.5078125,1539.74133301,1.05392098427,1.05137896538,33.0,,Sunday,uit,uit,uit,0,0.791417181492,2,2.38450789452,26,Ton Lokhoff,2003-07-01,2005-12-30
1998-03-14,NED,NED,Breda,NED,Twente,1,0,1.30640304089,1.10180675983,83.4889450073,7.37287044525,1516.47595215,1571.55810547,1.03108096123,0.946389079094,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,1,1.30640304089,0,1.10180675983,30,Herbert Neumann,1997-07-01,1998-10-08
2007-09-16,NED,NED,Nijmegen,NED,Breda,0,1,1.54535758495,0.988352239132,82.7634735107,-11.1219415665,1472.59155273,1434.30834961,0.934065639973,1.13249456882,,,Sunday,uit,uit,uit,1,0.988352239132,0,1.54535758495,22,Ernie Brandts,2006-07-01,2008-06-30
1994-04-16,NED,NED,Sparta Rotterdam,NED,Breda,0,0,1.80182993412,1.2529528141,87.6577682495,-2.17799901962,1450.35913086,1461.11364746,1.27982866764,1.11676108837,,,Saturday,uit,uit,uit,0,1.2529528141,0,1.80182993412,32,Ronald Spelbos,1993-01-01,1995-06-30
2012-02-17,NED,NED,Heerenveen,NED,Breda,1,0,2.35226249695,0.929454922676,107.059875488,2.70765519142,1577.29602051,1438.51403809,1.28361141682,1.0501999855,,,Friday,uit,uit,uit,0,0.929454922676,1,2.35226249695,19,John Karelse,2011-07-01,2012-10-23
1972-04-30,NED,NED,Nijmegen,NED,Breda,1,0,1.88272500038,0.765855848789,106.029182434,3.33760714531,1526.05407715,1422.90917969,0.875137627125,1.1070407629,,,Sunday,uit,uit,uit,0,0.765855848789,1,1.88272500038,47,Ben Peeters,1971-07-01,1973-05-01
2002-09-29,NED,NED,Ajax,NED,Breda,2,2,2.21675372124,0.838051497936,105.473022461,-6.22672462463,1708.2355957,1560.30371094,1.11176919937,0.989963531494,48.0,,Sunday,uit,uit,uit,2,0.838051497936,2,2.21675372124,27,Henk ten Cate,2000-07-01,2003-06-30
2012-03-11,NED,NED,Breda,NED,PSV,3,1,1.02290713787,2.05013275146,107.046066284,17.4334545135,1453.67993164,1739.84350586,1.0428545475,1.14593505859,,26.0,Sunday,sunday_rat,sunday,rat_verlegh,3,1.02290713787,1,2.05013275146,19,John Karelse,2011-07-01,2012-10-23
1972-05-22,NED,NED,Breda,NED,Maastricht,2,1,1.37517058849,1.05129623413,106.584411621,6.75255060196,1421.61169434,1477.29101562,1.06543278694,0.881198048592,,,Monday,pre_avondje,sunday,beatrix_straat,2,1.37517058849,1,1.05129623413,47,Ben Peeters,1971-07-01,1973-05-01
1976-01-18,NED,NED,Sparta Rotterdam,NED,Breda,2,1,1.93408799171,0.674265682697,121.306251526,2.54720973969,1606.43347168,1460.35791016,0.905371069908,0.969206273556,89.0,,Sunday,uit,uit,uit,1,0.674265682697,2,1.93408799171,44,Bob Maaskant,1975-07-01,1977-06-30
1977-09-04,NED,NED,Utrecht,NED,Breda,3,1,1.7443344593,0.981997132301,128.118301392,6.89972352982,1513.33239746,1515.66821289,1.20337688923,0.907075941563,,,Sunday,uit,uit,uit,1,0.981997132301,3,1.7443344593,43,Hans Dorjee,1977-07-01,1979-06-30
2009-04-10,NED,NED,Breda,NED,Alkmaar,0,1,1.10186553001,1.52911043167,90.6532974243,-5.61241197586,1475.04223633,1660.02929688,1.04126465321,0.995447337627,,69.0,Friday,weekday_rat,weekday,rat_verlegh,0,1.10186553001,1,1.52911043167,21,Robert Maaskant,2008-07-01,2010-08-20
1975-01-19,NED,NED,Ajax,NED,Breda,5,1,3.70885324478,0.529876589775,120.558082581,0.960675418377,1851.95166016,1434.15014648,0.887523770332,1.04906988144,2.0,,Sunday,uit,uit,uit,1,0.529876589775,5,3.70885324478,45,Jo Jansen,1974-11-29,1975-06-30
2006-02-08,NED,NED,Den Haag,NED,Breda,0,3,1.53595757484,1.17497348785,72.5227279663,-16.4465866089,1421.89489746,1435.34191895,1.0680385828,1.10428094864,,,Wednesday,uit,uit,uit,3,1.17497348785,0,1.53595757484,24,Cees Lok,2006-01-02,2006-04-23
1962-02-11,NED,NED,Breda,NED,Den Haag,1,1,2.23958683014,1.35658657551,68.9636306763,-3.30953431129,1253.47839355,1202.95935059,1.04287219048,1.1587780714,,,Sunday,pre_avondje,sunday,beatrix_straat,1,2.23958683014,1,1.35658657551,50,Siem Plooijer,1961-07-01,1966-06-30
1978-10-28,NED,NED,Go Ahead Eagles,NED,Breda,1,0,1.90561044216,0.880914390087,121.263580322,3.79897141457,1581.42260742,1519.29272461,1.04528582096,1.05714905262,,,Saturday,uit,uit,uit,0,0.880914390087,1,1.90561044216,43,Hans Dorjee,1977-07-01,1979-06-30
1998-03-22,NED,NED,Breda,NED,Ajax,0,2,0.936387360096,2.08516025543,86.5143737793,-4.79845762253,1518.91259766,1801.0447998,1.01910007,1.02658820152,,16.0,Sunday,sunday_rat,sunday,rat_verlegh,0,0.936387360096,2,2.08516025543,30,Herbert Neumann,1997-07-01,1998-10-08
1983-01-15,NED,NED,Helmond Sport,NED,Breda,6,1,1.51200211048,1.03852152824,102.240966797,13.7415962219,1390.17163086,1417.03649902,1.03606259823,1.00941622257,,,Saturday,uit,uit,uit,1,1.03852152824,6,1.51200211048,42,Jo Jansen,1979-01-22,1983-06-30
2018-09-16,NED,NED,Breda,NED,Sittard,2,3,1.49804294109,1.01080441475,62.8800735474,-10.8241519928,1314.00354004,1274.10009766,1.0092664957,0.993926286697,,,Sunday,sunday_rat,sunday,rat_verlegh,2,1.49804294109,3,1.01080441475,12,Mitchell van der Gaag,2018-07-01,2019-03-18
1967-10-01,NED,NED,Sittardia,NED,Breda,0,2,1.51281559467,1.06114506721,85.7908782959,-13.5498943329,1332.22790527,1348.0279541,0.946849226952,0.932313859463,,,Sunday,uit,uit,uit,2,1.06114506721,0,1.51281559467,49,Bob Janse,1966-07-01,1968-04-09
2013-11-01,NED,NED,Waalwijk,NED,Breda,3,0,1.31100714207,1.16918337345,88.9360809326,13.1683645248,1349.39331055,1421.10668945,0.971201777458,1.03136980534,,,Friday,uit,uit,uit,0,1.16918337345,3,1.31100714207,17,Nebojsa Gudelj,2012-11-21,2014-10-13
1980-11-08,NED,NED,Breda,NED,Wageningen,1,1,1.66327345371,0.896709620953,115.140640259,-3.71873641014,1461.85656738,1441.29040527,1.0335713625,0.992542505264,,,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,1,1.66327345371,1,0.896709620953,42,Jo Jansen,1979-01-22,1983-06-30
2018-11-03,NED,NED,Breda,NED,Heracles,2,1,1.33037447929,1.65101504326,65.756401062,9.41006469727,1296.65039062,1423.05688477,1.02585411072,1.26624464989,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,2,1.33037447929,1,1.65101504326,12,Mitchell van der Gaag,2018-07-01,2019-03-18
2015-02-03,NED,NED,Breda,NED,PSV,0,2,0.891220450401,2.23834705353,75.6161575317,-3.99097132683,1330.81665039,1642.87402344,0.995214700699,1.1265604496,,80.0,Tuesday,weekday_rat,weekday,rat_verlegh,0,0.891220450401,2,2.23834705353,15,Robert Maaskant,2015-01-02,2015-10-06
2001-12-08,NED,NED,Breda,NED,Waalwijk,0,1,1.55458402634,0.999552547932,101.025489807,-10.6531209946,1540.53747559,1532.73034668,0.9790122509,1.01190471649,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,0,1.55458402634,1,0.999552547932,27,Henk ten Cate,2000-07-01,2003-06-30
2024-11-02,NED,NED,Heracles,NED,Breda,2,0,1.49250841141,1.17650687695,57.101020813,9.43700885773,1359.9140625,1366.0012207,1.08446109295,0.995243966579,,,Saturday,uit,uit,uit,0,1.17650687695,2,1.49250841141,0,Carl Hoefkens,2024-07-01,2028-12-31
1971-09-26,NED,NED,Breda,NED,Twente,0,0,1.19558262825,1.63918042183,110.878242493,2.56860327721,1465.72229004,1667.88720703,1.0684350729,0.871036231518,,54.0,Sunday,pre_avondje,sunday,beatrix_straat,0,1.19558262825,0,1.63918042183,47,Ben Peeters,1971-07-01,1973-05-01
2018-04-07,NED,NED,Breda,NED,Vitesse,1,0,1.1602602005,1.41672611237,64.530090332,9.57348060608,1315.10314941,1437.71459961,0.994021713734,1.03147816658,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,1,1.1602602005,0,1.41672611237,13,Stijn Vreven,2017-01-01,2018-06-30
2006-08-27,NED,NED,Breda,NED,Ajax,1,2,1.10792076588,2.17156934738,78.092666626,-3.8356013298,1405.0612793,1650.50732422,1.19634306431,1.07983970642,,85.0,Sunday,sunday_rat,sunday,rat_verlegh,1,1.10792076588,2,2.17156934738,22,Ernie Brandts,2006-07-01,2008-06-30
1977-12-11,NED,NED,Den Haag,NED,Breda,1,2,1.750841856,0.921156644821,122.339111328,-11.4649572372,1547.94006348,1530.78039551,1.14084529877,0.930508971214,,,Sunday,uit,uit,uit,2,0.921156644821,1,1.750841856,43,Hans Dorjee,1977-07-01,1979-06-30
2005-10-29,NED,NED,Waalwijk,NED,Breda,4,1,1.76429033279,1.06183624268,75.7896347046,7.95888757706,1538.87268066,1471.78955078,1.07736992836,1.0795814991,,,Saturday,uit,uit,uit,1,1.06183624268,4,1.76429033279,25,Mark Schenning,2005-07-01,2006-06-30
2013-01-19,NED,NED,Breda,NED,Venlo,1,0,1.80610632896,1.08091580868,83.3759536743,4.62829637527,1387.57263184,1330.11547852,1.03438806534,1.12754404545,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,1,1.80610632896,0,1.08091580868,17,Nebojsa Gudelj,2012-11-21,2014-10-13
2018-08-18,NED,NED,Breda,NED,De Graafschap,3,0,1.4574174881,1.02645421028,65.0675964355,10.1655950546,1308.55383301,1282.16577148,0.994387626648,0.992345690727,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,3,1.4574174881,0,1.02645421028,12,Mitchell van der Gaag,2018-07-01,2019-03-18
1993-10-02,NED,NED,Go Ahead Eagles,NED,Breda,0,0,1.44827663898,1.13815414906,73.3876800537,-1.52145516872,1388.94543457,1409.05871582,1.06320929527,1.03649783134,,,Saturday,uit,uit,uit,0,1.13815414906,0,1.44827663898,32,Ronald Spelbos,1993-01-01,1995-06-30
1962-10-28,NED,NED,Groningen,NED,Breda,1,0,1.55957663059,1.48079526424,79.6942138672,7.71813106537,1225.82385254,1306.23095703,0.943895459175,0.973126351833,,,Sunday,uit,uit,uit,0,1.48079526424,1,1.55957663059,50,Siem Plooijer,1961-07-01,1966-06-30
1978-04-16,NED,NED,Breda,NED,Venlo,0,2,1.79659295082,0.856809318066,119.571205139,-17.3360462189,1537.18383789,1481.4732666,0.969725072384,1.07742130756,,,Sunday,sunday_bea,sunday,beatrix_straat,0,1.79659295082,2,0.856809318066,43,Hans Dorjee,1977-07-01,1979-06-30
1974-01-27,NED,NED,Utrecht,NED,Breda,3,2,2.2326374054,0.862064003944,104.086967468,2.73341059685,1503.13134766,1363.27819824,1.1012057066,1.03632175922,,,Sunday,uit,uit,uit,2,0.862064003944,3,2.2326374054,46,Henk Wullems,1973-05-02,1974-11-28
2013-12-07,NED,NED,Ajax,NED,Breda,4,0,2.55258822441,0.712056338787,88.1805953979,2.9276471138,1697.55053711,1421.78039551,1.03483378887,1.07192492485,43.0,,Saturday,uit,uit,uit,0,0.712056338787,4,2.55258822441,17,Nebojsa Gudelj,2012-11-21,2014-10-13
2012-08-25,NED,NED,Ajax,NED,Breda,5,0,2.87870430946,0.698416590691,93.7094421387,2.45635175705,1764.65368652,1448.19799805,1.14097177982,1.03491127491,25.0,,Saturday,uit,uit,uit,0,0.698416590691,5,2.87870430946,19,John Karelse,2011-07-01,2012-10-23
2003-02-15,NED,NED,Breda,NED,Excelsior,2,1,2.04194331169,0.744311988354,97.6229858398,2.48981952667,1567.39501953,1395.79125977,0.941331207752,1.00569987297,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,2,2.04194331169,1,0.744311988354,27,Henk ten Cate,2000-07-01,2003-06-30
1983-03-26,NED,NED,Nijmegen,NED,Breda,1,1,1.55610942841,0.893504202366,103.903511047,-3.28090524673,1408.14990234,1393.68664551,0.978478133678,1.02505397797,,,Saturday,uit,uit,uit,1,0.893504202366,1,1.55610942841,42,Jo Jansen,1979-01-22,1983-06-30
1964-04-05,NED,NED,Breda,NED,Den Haag,2,2,1.8581635952,1.18532860279,73.8597106934,-2.97231125832,1379.11279297,1346.49060059,1.06285786629,0.975702166557,,,Sunday,pre_avondje,sunday,beatrix_straat,2,1.8581635952,2,1.18532860279,50,Siem Plooijer,1961-07-01,1966-06-30
1982-12-12,NED,NED,Feyenoord,NED,Breda,6,1,2.34418511391,0.799959301949,102.181869507,5.00077819824,1605.0012207,1422.03735352,1.11700689793,0.986675679684,94.0,,Sunday,uit,uit,uit,1,0.799959301949,6,2.34418511391,42,Jo Jansen,1979-01-22,1983-06-30
1975-04-06,NED,NED,FC Amsterdam,NED,Breda,3,0,2.2880449295,0.76896750927,120.788742065,3.87962341309,1613.27563477,1449.23181152,1.02037847042,1.02915263176,83.0,,Sunday,uit,uit,uit,0,0.76896750927,3,2.2880449295,45,Jo Jansen,1974-11-29,1975-06-30
1974-03-03,NED,NED,De Graafschap,NED,Breda,2,0,1.71475696564,1.0024356842,105.22883606,7.4358663559,1372.13098145,1371.29736328,1.06898462772,1.05887556076,,,Sunday,uit,uit,uit,0,1.0024356842,2,1.71475696564,46,Henk Wullems,1973-05-02,1974-11-28
1981-03-28,NED,NED,Breda,NED,Feyenoord,0,1,1.20210981369,1.72107708454,113.779190063,-5.36942481995,1502.79541016,1712.21472168,1.04271519184,1.01187801361,,34.0,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,0,1.20210981369,1,1.72107708454,42,Jo Jansen,1979-01-22,1983-06-30
2006-12-27,NED,NED,Breda,NED,Vitesse,2,1,1.55341148376,1.33403074741,86.7541732788,7.43859291077,1444.23937988,1513.73876953,1.09615945816,1.16294419765,,,Wednesday,weekday_rat,weekday,rat_verlegh,2,1.55341148376,1,1.33403074741,22,Ernie Brandts,2006-07-01,2008-06-30
1994-08-27,NED,NED,Willem II,NED,Breda,2,0,1.65442419052,0.999393284321,86.0350799561,7.41330623627,1490.296875,1465.57592773,1.00723707676,1.1339482069,,,Saturday,uit,uit,uit,0,0.999393284321,2,1.65442419052,32,Ronald Spelbos,1993-01-01,1995-06-30
1981-01-31,NED,NED,Alkmaar,NED,Breda,6,1,3.8249168396,0.717359721661,119.059700012,1.62878918648,1813.56213379,1469.73449707,1.22530055046,1.02849578857,7.0,,Saturday,uit,uit,uit,1,0.717359721661,6,3.8249168396,42,Jo Jansen,1979-01-22,1983-06-30
1975-04-27,NED,NED,Breda,NED,Go Ahead Eagles,4,1,1.41819655895,1.16165316105,120.757110596,12.5413961411,1452.88024902,1545.61914062,1.0281252861,0.99090141058,,,Sunday,pre_avondje,sunday,beatrix_straat,4,1.41819655895,1,1.16165316105,45,Jo Jansen,1974-11-29,1975-06-30
1984-12-15,NED,NED,Breda,NED,Groningen,1,2,1.20961201191,1.80722475052,96.5105361938,-5.17815113068,1363.78808594,1562.92529297,0.953207373619,1.18194782734,,,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,1,1.20961201191,2,1.80722475052,39,Bob Maaskant,1984-07-01,1986-06-30
1969-08-31,NED,NED,Breda,NED,Groningen,2,0,1.6168191433,0.748435556889,120.088279724,5.69793653488,1440.97521973,1385.08813477,0.968210875988,0.809637725353,,,Sunday,pre_avondje,sunday,beatrix_straat,2,1.6168191433,0,0.748435556889,48,Leo Canjels,1968-04-09,1971-06-30
2019-02-17,NED,NED,Ajax,NED,Breda,5,0,3.41101980209,0.60077059269,74.9340057373,1.239559412,1736.87145996,1289.56677246,1.13956785202,1.03157913685,32.0,,Sunday,uit,uit,uit,0,0.60077059269,5,3.41101980209,12,Mitchell van der Gaag,2018-07-01,2019-03-18
1971-04-12,NED,NED,Breda,NED,Twente,0,1,1.33724558353,1.72364139557,115.77922821,-5.84621667862,1464.53356934,1648.83496094,1.08135783672,0.984588980675,,69.0,Monday,pre_avondje,sunday,beatrix_straat,0,1.33724558353,1,1.72364139557,48,Leo Canjels,1968-04-09,1971-06-30
1967-02-12,NED,NED,Breda,NED,Xerxes,1,0,1.53515255451,1.2445422411,83.4261245728,6.87890338898,1356.84204102,1401.76953125,0.971958696842,0.983233690262,,,Sunday,pre_avondje,sunday,beatrix_straat,1,1.53515255451,0,1.2445422411,49,Bob Janse,1966-07-01,1968-04-09
2012-11-17,NED,NED,Zwolle,NED,Breda,2,0,1.1500222683,1.40205848217,84.2066879272,13.5763759613,1278.95825195,1420.98669434,0.974472641945,1.03732252121,,,Saturday,uit,uit,uit,0,1.40205848217,2,1.1500222683,18,Adrie Bogers,2012-10-23,2012-11-21
2004-09-18,NED,NED,Heerenveen,NED,Breda,3,0,1.65172886848,1.14554214478,93.1920623779,9.37425422668,1581.52307129,1568.34033203,1.00887811184,1.14805281162,,,Saturday,uit,uit,uit,0,1.14554214478,3,1.65172886848,26,Ton Lokhoff,2003-07-01,2005-12-30
2013-11-30,NED,NED,Breda,NED,Groningen,2,2,1.51116108894,1.23169910908,87.2502059937,-1.66758394241,1423.44787598,1452.21411133,1.0639475584,1.09295260906,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,2,1.51116108894,2,1.23169910908,17,Nebojsa Gudelj,2012-11-21,2014-10-13
1984-09-26,NED,NED,Breda,NED,Ajax,1,2,1.0259796381,2.69349074364,95.9238510132,-2.61457157135,1369.62207031,1703.45324707,0.969294309616,1.27786839008,,28.0,Wednesday,weekday_bea,weekday,beatrix_straat,1,1.0259796381,2,2.69349074364,39,Bob Maaskant,1984-07-01,1986-06-30
2001-02-21,NED,NED,Breda,NED,Twente,0,0,1.35549676418,1.2876073122,89.5328979492,0.0798508822918,1423.84521484,1516.15246582,1.02037143707,1.02927660942,,,Wednesday,weekday_rat,weekday,rat_verlegh,0,1.35549676418,0,1.2876073122,27,Henk ten Cate,2000-07-01,2003-06-30
2009-02-07,NED,NED,Heerenveen,NED,Breda,3,1,2.06694865227,1.17490971088,90.4930343628,5.84578084946,1556.56274414,1486.30041504,1.36034357548,1.05326902866,,,Saturday,uit,uit,uit,1,1.17490971088,3,2.06694865227,21,Robert Maaskant,2008-07-01,2010-08-20
1998-04-19,NED,NED,Breda,NED,Feyenoord,1,3,1.19340920448,1.41301834583,96.0026092529,-9.133477211,1517.2623291,1671.45007324,0.998827338219,1.03196036816,,68.0,Sunday,sunday_rat,sunday,rat_verlegh,1,1.19340920448,3,1.41301834583,30,Herbert Neumann,1997-07-01,1998-10-08
1977-12-17,NED,NED,Breda,NED,Sparta Rotterdam,0,0,1.35403096676,1.02896404266,121.079193115,-1.46886122227,1542.24536133,1611.91918945,0.9324041605,0.975605547428,,87.0,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,0,1.35403096676,0,1.02896404266,43,Hans Dorjee,1977-07-01,1979-06-30
2008-03-08,NED,NED,Heerenveen,NED,Breda,3,0,1.78765058517,1.08516252041,82.8052825928,8.01932621002,1579.18701172,1519.85546875,1.25070047379,0.988712191582,,,Saturday,uit,uit,uit,0,1.08516252041,3,1.78765058517,22,Ernie Brandts,2006-07-01,2008-06-30
1967-10-15,NED,NED,Twente,NED,Breda,3,1,1.6140358448,0.994517445564,87.0838241577,7.7149772644,1368.20214844,1357.26940918,1.01294648647,0.91018730402,,,Sunday,uit,uit,uit,1,0.994517445564,3,1.6140358448,49,Bob Janse,1966-07-01,1968-04-09
2010-12-11,NED,NED,Breda,NED,Utrecht,3,1,1.34361958504,1.15032970905,96.8710250854,10.7295036316,1490.78039551,1567.19494629,1.05649209023,0.990413784981,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,3,1.34361958504,1,1.15032970905,20,Gert Aandewiel,2010-08-21,2011-06-30
2017-12-12,NED,NED,Breda,NED,Twente,1,2,1.37361121178,1.33747589588,59.8604698181,-7.90225887299,1286.77441406,1345.89855957,1.01443624496,1.15301370621,,,Tuesday,weekday_rat,weekday,rat_verlegh,1,1.37361121178,2,1.33747589588,13,Stijn Vreven,2017-01-01,2018-06-30
1984-12-09,NED,NED,Twente,NED,Breda,2,0,1.72205710411,0.857376098633,94.7114334106,5.88063907623,1443.1418457,1369.66870117,1.0588530302,0.957582652569,,,Sunday,uit,uit,uit,0,0.857376098633,2,1.72205710411,39,Bob Maaskant,1984-07-01,1986-06-30
1963-05-05,NED,NED,Den Haag,NED,Breda,2,3,1.66835331917,1.49364173412,74.6426239014,-7.89444065094,1303.46606445,1364.64221191,1.01091206074,1.02078545094,,,Sunday,uit,uit,uit,3,1.49364173412,2,1.66835331917,50,Siem Plooijer,1961-07-01,1966-06-30
1976-10-02,NED,NED,Breda,NED,FC Eindhoven,4,1,1.62785279751,0.877768516541,121.05821991,8.39259433746,1481.17773438,1468.98669434,0.973106324673,1.0157917738,,,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,4,1.62785279751,1,0.877768516541,44,Bob Maaskant,1975-07-01,1977-06-30
2014-11-08,NED,NED,Breda,NED,Alkmaar,0,1,1.2690230608,1.33475279808,85.2935028076,-7.38966464996,1361.13098145,1465.93664551,1.05276942253,1.02199590206,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,0,1.2690230608,1,1.33475279808,16,Eric Hellemons,2014-10-13,2015-01-01
1967-11-19,NED,NED,Breda,NED,Ajax,0,1,0.921737670898,2.55965065956,87.6252365112,-2.56357955933,1331.89428711,1665.51916504,0.920874476433,1.18722045422,,61.0,Sunday,pre_avondje,sunday,beatrix_straat,0,0.921737670898,1,2.55965065956,49,Bob Janse,1966-07-01,1968-04-09
2002-11-23,NED,NED,De Graafschap,NED,Breda,3,2,1.13434505463,1.5731869936,94.6053543091,10.2924766541,1395.23083496,1579.03991699,1.0855987072,0.959949374199,,,Saturday,uit,uit,uit,2,1.5731869936,3,1.13434505463,27,Henk ten Cate,2000-07-01,2003-06-30
1971-01-17,NED,NED,FC Amsterdam,NED,Breda,1,1,1.52170240879,0.867479622364,106.88394928,-3.18460988998,1439.2520752,1431.50537109,0.8549041152,1.06229782104,,,Sunday,uit,uit,uit,1,0.867479622364,1,1.52170240879,48,Leo Canjels,1968-04-09,1971-06-30
1967-01-08,NED,NED,Breda,NED,Ajax,0,1,1.04598534107,2.67115950584,81.0278701782,-2.80123209953,1370.54760742,1675.48742676,0.967009723186,1.23070192337,,51.0,Sunday,pre_avondje,sunday,beatrix_straat,0,1.04598534107,1,2.67115950584,49,Bob Janse,1966-07-01,1968-04-09
2010-08-15,NED,NED,Utrecht,NED,Breda,3,1,1.65309846401,0.890729606152,91.8850250244,6.0633597374,1547.06359863,1475.32409668,0.942356646061,1.04026699066,,,Sunday,uit,uit,uit,1,0.890729606152,3,1.65309846401,21,Robert Maaskant,2008-07-01,2010-08-20
1996-09-14,NED,NED,Breda,NED,Alkmaar,1,0,1.98246324062,0.803262352943,83.0210113525,3.01212930679,1581.03808594,1434.3527832,1.11776661873,0.957402467728,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,1,1.98246324062,0,0.803262352943,31,Wim Rijsbergen,1995-07-01,1997-06-30
2009-09-27,NED,NED,Breda,NED,Feyenoord,0,2,1.58965790272,1.15578424931,84.5040054321,-13.9876317978,1501.98950195,1508.11303711,1.07229936123,1.13761627674,,,Sunday,sunday_rat,sunday,rat_verlegh,0,1.58965790272,2,1.15578424931,21,Robert Maaskant,2008-07-01,2010-08-20
2006-11-10,NED,NED,Breda,NED,Heerenveen,1,1,1.38076865673,1.51382529736,82.0654449463,1.14260184765,1446.23132324,1568.16894531,1.10602772236,1.10968947411,,,Friday,weekday_rat,weekday,rat_verlegh,1,1.38076865673,1,1.51382529736,22,Ernie Brandts,2006-07-01,2008-06-30
2025-05-14,NED,NED,Nijmegen,NED,Breda,3,0,1.9200360775,0.925039589405,59.5239868164,6.14000225067,1496.48828125,1359.85375977,1.06390631199,0.97045314312,,,Wednesday,uit,uit,uit,0,0.925039589405,3,1.9200360775,0,Carl Hoefkens,2024-07-01,2028-12-31
1979-03-11,NED,NED,Ajax,NED,Breda,0,0,3.03663063049,0.692830324173,115.490791321,-8.23875236511,1773.18518066,1482.6060791,1.06841850281,0.985441625118,14.0,,Sunday,uit,uit,uit,0,0.692830324173,0,3.03663063049,42,Jo Jansen,1979-01-22,1983-06-30
2011-08-14,NED,NED,Heracles,NED,Breda,2,1,2.02422428131,1.00227153301,108.123382568,3.69643712044,1526.32470703,1449.71911621,1.17877244949,1.06709194183,,,Sunday,uit,uit,uit,1,1.00227153301,2,2.02422428131,19,John Karelse,2011-07-01,2012-10-23
1970-05-18,NED,NED,Holland Sport,NED,Breda,1,1,1.67324948311,0.978602230549,110.17993927,-3.02359223366,1465.76123047,1467.50158691,1.07137465477,0.986893951893,,,Monday,uit,uit,uit,1,0.978602230549,1,1.67324948311,48,Leo Canjels,1968-04-09,1971-06-30
2024-11-09,NED,NED,Breda,NED,PSV,0,3,0.639974415302,3.01473641396,59.6190643311,-1.89964699745,1360.66259766,1823.12866211,0.98977458477,1.19545376301,,17.0,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,0,0.639974415302,3,3.01473641396,0,Carl Hoefkens,2024-07-01,2028-12-31
